%% alpha=-0.4000 kk=0.40 nstars_true=91
0.025000 60.123700 4.520863
0.075000 9.788870 2.857909
0.125000 6.080620 2.414692
0.175000 4.269720 2.145952
0.225000 3.283280 1.787529
0.275000 2.507050 1.588215
0.325000 1.901900 1.361348
0.375000 1.495130 1.205156
0.425000 1.025570 0.976234
0.475000 0.524160 0.740416
