%% alpha=0.5000 kk=-2.00 nstars=100000
0.03 70.09
0.08 10.10
0.12 4.19
0.18 2.11
0.23 1.02
0.28 0.55
0.33 0.26
0.38 0.13
0.43 0.06
0.48 0.03
